ID,EN,RUS,TH,TH 2186/2772 (78.86%)
220,"Please, Misfortune, you should be careful around wild animals.","Пожалуйста, Неудача, будь осторожна с дикими животными.",ขอล่ะยัยตัวซวย เธอต้องระวังพวกสัตว์ป่ารอบๆ ด้วย,
221,What?! A fox criminal? That's silly.,Что?! Лис-преступник? Это глупо.,อะไรนะ?! จิ้งจอกวายร้าย? งี่เง่าน่า,
690,I think he's really cute...,Мне он кажется очень милым...,หนูคิดว่าเขาน่ารักจริงๆ นะ...,
1231,Remember Benjamin the Fox?,"Помнишь Бенджамина, Лиса?",จำจิ้งจอกเบนจามินได้มั้ย?,
1232,He was hiding in the trash and we made eye contact...,"Он прятался в мусоре, когда мы встретились взглядом...",เขาซ่อนตัวในถังขยะ แล้วเราก็ได้สบตากัน...,
1233,It was really intense...,Было очень напряжённо...,มันตื่นเต้นมากๆ...,
1234,"Yes, you told me about that fox already.","Да, ты уже говорила мне об этом лисе.",จำได้ หนูบอกเรื่องไอ้จิ้งจอกนี่ไปแล้ว,
1236,"You shouldn't trust a fox, they are all criminals.","Лисам нельзя доверять, они все преступники.",หนูอย่าไว้ใจจิ้งจอกสิ มันเป็นพวกวายร้ายทั้งนั้น,
3899,This is where I first saw him.,Здесь я его впервые увидела.,หนูเห็นเขาครั้งแรกที่นี่,
3900,I call him Benjamin.,Я зову его Бенджамин.,หนูเรียกเขาว่าเบนจามิน,
222,"So, before we continue, you need to know the rules of the game, Misfortune.","Итак, прежде чем мы продолжим, тебе стоит узнать правила игры, Неудача.",เอาล่ะ ก่อนที่เราจะไปกันต่อ เธอต้องรู้กติกาของเกมนี้ก่อนนะ ยัยตัวซวย,
223,Alright!,Хорошо!,ได้เลย!,
224,"Remember, you will be given choices on your journey.","Запомни, во время своего путешествия ты сможешь выбирать.",จำไว้ว่า เธอจะต้องตัดสินใจเลือกสิ่งต่างๆ ตลอดการเดินทาง,
225,I'm ready!,Я готова!,หนูพร้อมแล้ว!,
226,Your next mission is to cross this road...,Твоё следующее задание - пересечь эту дорогу...,ภารกิจต่อไปก็คือ การข้ามถนนนี่...,
227,"Alright, I can do that!","Хорошо, это я могу!",ได้เลย หนูทำได้!,
768,"There is no right or wrong, only consequences.","Нет таких понятий, как ""хорошо"" или ""плохо"", есть только последствия.",มันไม่มีคำว่าถูกหรือผิด มีเพียงแค่ผลที่ตามมา,
1237,"Ok, choices...","Ага, выбирать...",โอเค ต้องเลือกนะ...,
1238,"Ok, ok, only consequences.","Хорошо, хорошо, только последствия.",โอเค โอเค มีแค่ผลที่ตามมา,
1239,"When you beat the game, the prize of Eternal Happiness is yours!","Когда ты пройдёшь игру, приз, Вечное Счастье - твой!",เมื่อเธอเอาชนะเกมได้ เธอจะได้รางวัลเป็นความสุขนิรันดร์!,
2658,"Look to the left, look to the right. Any cars? No.","Посмотреть налево, посмотреть направо. Есть машины? Нет.",มองซ้าย มองขวา มีรถมั้ย? ไม่มี,
2659,Ok... I'm going...,Ладно... Я пошла...,โอเค... ไปละนะ...,
4684,NewMorgo,NewMorgo,NewMorgo,
2660,Dead bird sparkle,,ประกายนกตาย,
228,Pool,,สระน้ำ,
3543,Pet kitty,,เจ้าเหมียวสัตว์เลี้ยง,
231,MORGO,,มอร์โก,
4791,Dead bird,Dead bird,นกตาย,
229,Car,,รถ,
239,Cat,,แมว,
1240,"I'm sorry I broke you puppy, I really am...","Прости, что сломала тебя, пёсик, мне очень жаль...",หนูขอโทษนะที่ทำเธอตายเลยเจ้าหมาน้อย ขอโทษจริงๆ...,
2665,"Maybe we can play later, you know? When I'm broken too.",Может мы поиграем позже? Когда я тоже сломаюсь.,ไว้วันหลังเรามาเล่นด้วยกันอีกมั้ย? ตอนที่ฉันตายแล้วเหมือนกัน,
2666,"Well, sadly the puppy will miss the party now...","Конечно, печально, что теперь пёсик пропустит вечеринку...",เอ่อ แย่หน่อยที่เจ้าหมาคงไม่ได้ไปงานปาร์ตี้แล้ว...,
2667,What party? \x0D,Какую вечеринку?\x0A,ปาร์ตี้หรอ? \x0D,
2668,"The owner of this dog, George, is having a party.","Хозяин этой собаки, Джордж, устраивает вечеринку.",เจ้าของหมาตัวนี้ เขาชื่อจอร์จ กำลังจัดงานปาร์ตี้อยู่,
2669,I think you have to go and tell him about the accident...,"Думаю, ты должна пойти и рассказать ему о несчастном случае...",ฉันคิดว่าเธอคงต้องไปบอกเขาเรื่องอุบัติเหตุนี้นะ...,
2673,Puppy!,Пёсик!,เจ้าหมา!,
2674,What accident?,О каком несчастном случае?,อุบัติเหตุอะไรกัน?,
2675,"Ah, yes, the puppy, yes.","Ах, да, пёсик, да.",อ๋อ เจ้าหมานี่ จริงด้วย,
2676,What did I do? It's all broken now...,Что я наделала? Он сломался...,หนูทำอะไรลงไป? มันตายแล้วเนี่ย...,
2678,"Mr. Voice? Everything I touch breaks, what's wrong with me?","Мистер Голос? Все, чего я касаюсь, ломается, что со мной не так?",คุณวอยซ์? หนูหยิบจับอะไรก็แตกหักพังเสียไปหมด เกิดอะไรขึ้นกับหนู?,
